title,authors,language_code
Millie's Fling,Jill Mansell,en-GB
Sheer Mischief,Jill Mansell,eng
Head Over Heels,Jill Mansell,en-US
Mixed Doubles,Jill Mansell,en-GB
Méli-mélo,Jill Mansell,fre
Seven Sunny Days,Chris Manby,eng
Girl Meets Ape,Chris Manby,eng
Girls' Night In,Jessica Adams/Chris Manby/Fiona Walker,en-GB
Tales from Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,eng
Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,eng
Love Poems and Sonnets,William Shakespeare,eng
Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,Charles Boyce/David Allen White,eng
The Sonnets,William Shakespeare/Stephen Orgel/John Hollander,eng
Shakespeare's Secret,Elise Broach,eng
The Complete Sonnets and Poems,William Shakespeare/Colin Burrow,eng
The Arden Shakespeare Complete Works,William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins,eng
Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,en-US
The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,eng
The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,eng
Richard III,William Shakespeare/Barbara A. Mowat/Paul Werstine,eng
King Henry VI  Part 3,William Shakespeare/John D. Cox/Eric Rasmussen,eng
The Age Of Shakespeare,Frank Kermode,eng
Ukraine,Sarah Johnstone,eng
Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,eng
Outside the Dog Museum (Answered Prayers  #4),Jonathan Carroll,eng
Glass Soup  (Vincent Ettrich  #2),Jonathan Carroll,eng
The Land of Laughs,Jonathan Carroll,eng
Sleeping in Flame (Answered Prayers  #2),Jonathan Carroll/Dave McKean,en-US
Bones of the Moon (Answered Prayers  #1),Jonathan Carroll,eng
Kissing the Beehive (Crane's View  #1),Jonathan Carroll,eng
Baby Proof,Emily Giffin,eng
Something Blue (Darcy & Rachel  #2),Emily Giffin,en-US
Something Borrowed (Darcy & Rachel  #1),Emily Giffin,eng
P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger/Ann M. Martin,eng
P.S. Your Cat Is Dead,James Kirkwood Jr.,eng
P.S. I Love You Three!,Lynda Milligan/Nancy J. Smith,eng
The Christmas Shoes (Christmas Hope #1),Donna VanLiere,eng
Burning The Map,Laura Caldwell,en-US
iMovie 4 & iDVD: The Missing Manual: The Missing Manual,David Pogue,eng
The Icarus Agenda,Robert Ludlum,eng
Life Is a Dream,Pedro Calderón de la Barca,eng
Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley,eng
Life Is A Dream = La Vida Es Sueño,Pedro Calderón de la Barca/Stanley Appelbaum,eng
Life Is a Dream,Pedro Calderón de la Barca/Gregary Racz,eng
Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller/Louise Fili,eng
I Can Fly,Ruth Krauss/Mary Blair,eng
A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,eng
The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren/Tony Ross,en-GB
Astrid Lindgren: Storyteller to the World,Johanna Hurwitz/Michael Dooling,eng
Astrid Lindgren,Eva-Maria Metcalf,eng
The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,eng
Arthur and the Lost Kingdoms,Alistair Moffat,eng
God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,eng
The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,eng
Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,eng
The Witch Family,Eleanor Estes/Edward Ardizzone,eng
The Hundred Dresses,Eleanor Estes/Louis Slobodkin,eng
Theater Shoes,Noel Streatfeild/Diane Goode,en-US
Gemma Alone (Gemma  #3),Noel Streatfeild,eng
When the Siren Wailed,Noel Streatfeild/Judith Gwyn Brown,en-US
The Caine Mutiny Court-Martial,Herman Wouk,eng
Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,eng
Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,eng
Babar's World Tour,Laurent de Brunhoff,en-US
The Easter Rabbit's Parade,Lois Lenski,eng
The Little Fire Engine,Lois Lenski,eng
Right Stuff  Wrong Sex: America's First Women in Space Program,Margaret A. Weitekamp,eng
The Right Stuff (To Protect and Defend #3),Merline Lovelace,eng
For Whom the Bell Tolls,Ernest Hemingway,eng
Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,eng
Dune (Dune #1),Frank Herbert/Domingo Santos,spa
God Emperor of Dune (Dune Chronicles #4),Frank Herbert,eng
Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,en-US
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,eng
Harm's Way,Elizabeth Stewart,eng
Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,eng
I Like Winter (Seasons  #3),Lois Lenski/Heidi Kilgras,eng
Strawberry Girl,Lois Lenski,eng
Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,eng
After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,eng
Seize The Fire,Elda Minger,eng
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,eng
We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore/Joseph L. Galloway,eng
We were Soldiers Once... and young,Harold G. Moore/Joseph L. Galloway,eng
Eisenhower: Soldier and President,Stephen E. Ambrose,eng
Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker/Arthur M. Schlesinger Jr.,en-US
Crusade in Europe,Dwight D. Eisenhower,eng
Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,eng
So Far from God: The U.S. War With Mexico  1846-1848,John S.D. Eisenhower,eng
Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,eng
Eisenhower  Volume #2: The President,Stephen E. Ambrose,eng
The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,eng
Bull Halsey,E.B. Potter,eng
The Water Babies,Charles Kingsley/W. Heath Robinson,eng
Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,eng
Shoot the Piano Player,David Goodis,eng
CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,eng
Twelfth Night: Or What You Will,William Shakespeare/Elizabeth Story Donno/Penny Gay,eng
How to Spell Like a Champ,Barrie Trinkle/Paige Kimble/Carolyn  Andrews,eng
Black Like Me,John Howard Griffin,eng
Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel/Pam Farrel,eng
As You Like It,William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan,en-US
As You Like It,William Shakespeare,eng
As You Like It,William Shakespeare/Juliet Dusinberre,eng
As You Like It (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,eng
War of the Rats,David L. Robbins,eng
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,eng
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,eng
Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,eng
Thirst,Mary Oliver,eng
The Gilded Web (Web  #1),Mary Balogh,eng
Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,eng
Cold Mountain,Charles Frazier,eng
Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin/Artem Drabkin,en-US
The Fall of Berlin 1945,Antony Beevor,eng
Paris: After the Liberation 1944-1949,Antony Beevor/Artemis Cooper,eng
Demon Angel (The Guardians  #1),Meljean Brook,eng
Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,Mariel Hemingway,eng
Hemingway vs. Fitzgerald,Scott Donaldson,eng
The Haj,Leon Uris,eng
Mila 18,Leon Uris,eng
A God in Ruins,Leon Uris,eng
Battle Cry,Leon Uris,eng
The Angry Hills,Leon Uris,eng
Exodus,Leon Uris,eng
Oh  Play That Thing,Roddy Doyle,en-US
The Van (The Barrytown Trilogy  #3),Roddy Doyle,eng
Fish & Chips (The Barrytown Trilogie  #3),Roddy Doyle/Renate Orth-Guttmann,ger
The Giggler Treatment,Roddy Doyle/Brian Ajhar,en-GB
A Star Called Henry,Roddy Doyle,eng
The Van,Roddy Doyle,eng
Rover rettet Weihnachten.,Roddy Doyle/Brian Ajhar,ger
The Snapper,Roddy Doyle,ger
Yeats Is Dead,Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly,eng
The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,eng
A Dracula Handbook,Elizabeth Russell Miller,eng
Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy/Garrett Sutton/Robert T. Kiyosaki,eng
Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,eng
Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,eng
Winter Dreams (Sweet Dreams  #141),Barbara Conklin,eng
First  Last and Always (Sweet Dreams  #96),Barbara Conklin,eng
P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,eng
PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,en-US
Tales from Margaritaville,Jimmy Buffett,en-US
A Pirate Looks at Fifty,Jimmy Buffett/Leona Nevler,eng
The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,eng
The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,eng
Barack Obama: Working to Make a Difference,Marlene Targ Brill/Lerner Publishing Group,en-US
Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley/Barack Obama/Martin Luther King Jr.,eng
The Heart of a Leader,Kenneth H. Blanchard,en-US
Mission Possible,Kenneth H. Blanchard,eng
Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard/Phil Hodges,en-US
The Little Book of Coaching: Motivating People to Be Winners,Kenneth H. Blanchard/Don Shula,en-US
Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard/Jesse Stoner,en-US
The Servant Leader,Kenneth H. Blanchard,eng
Down Under,Bill Bryson,eng
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,eng
Bizarre World,Bill  Bryson/Kathryn Lamb,eng
The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,en-US
Bill Bryson: The Complete Notes,Bill Bryson,eng
Motel Blues,Bill Bryson/David B. Ellis,fre
Journeys in English,Bill Bryson,eng
Una breve historia de casi todo,Bill Bryson/José Manuel Álvarez,spa
Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,eng
Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,eng
Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,eng
All Things Wise and Wonderful,James Herriot,eng
CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,eng
All Quiet on the Western Front,Erich Maria Remarque,en-GB
The Nightingale's Song,Kathleen Eschenburg,eng
Nightingale's Song,Kate Pennington,en-GB
Gai-Jin (Asian Saga  #3),James Clavell,eng
Whirlwind (Asian Saga  #6),James Clavell,eng
Tai-Pan (Asian Saga  #2),James Clavell,eng
Escape: The Love Story from Whirlwind,James Clavell,eng
Alaska,James A. Michener,eng
The Drifters,James A. Michener,eng
Sayonara,James A. Michener,eng
The Bridge at Andau,James A. Michener,en-US
Caribbean,James A. Michener,eng
War and Remembrance (The Henry Family  #2),Herman Wouk,eng
Don't Stop the Carnival,Herman Wouk,eng
The Hope (The Hope and the Glory  #1),Herman Wouk,eng
Youngblood Hawke,Herman Wouk,en-US
Aurora Dawn,Herman Wouk,en-US
The Curious Incident of the Dog in the Night-Time,Mark Haddon,eng
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,eng
Yellow Back Radio Broke-Down,Ishmael Reed,eng
Anthem,Ayn Rand,eng
Sorrow's Anthem (Lincoln Perry  #2),Michael Koryta,eng
White Fang,Jack London,eng
The Call of the Wild  White Fang and Other Stories,Jack London,eng
White Fang,Kathleen Olmstead/Jack London/Dan Andreasen/Arthur Pober,en-US
The Sea-Wolf and Selected Stories,Jack London/Ben Bova,eng
The Death of an Irish Sea Wolf (Peter McGarr  #12),Bartholomew Gill,eng
Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,Jack London,eng
The Sea Wolf,Jack London,eng
Kilo Class (Admiral Arnold Morgan  #2),Patrick Robinson,eng
Barracuda 945 (Admiral Arnold Morgan  #6),Patrick Robinson,eng
H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson/Sandler/David McCallum,eng
Slider,Patrick Robinson,en-US
U.S.S. Seawolf (Admiral Arnold Morgan  #4),Patrick Robinson,eng
Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,fre
True Blue: The Oxford Boat Race Mutiny,Daniel Topolski/Patrick Robinson,en-US
A Picture Book of Anne Frank,David A. Adler/Karen Ritz,en-US
Who Was Anne Frank?,Ann Abramson/Nancy Harrison,eng
Enslaved by Ducks,Bob Tarte,eng
Ice Castles,Leonore Fleischer,eng
Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young/Thomas McFadden,eng
Marching Powder,Rusty Young,eng
Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,eng
Interesting Times: A Twentieth-Century Life,Eric Hobsbawm,eng
Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm/Chris Wrigley,eng
The Communist Manifesto,Karl Marx/Friedrich Engels/Eric Hobsbawm,eng
On the Edge of the New Century,Eric Hobsbawm/Allan Cameron/Antonio Polito,eng
The Age of Extremes: The Short Twentieth Century  1914-1991,Eric Hobsbawm,eng
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,Eric Hobsbawm,eng
Winter Is the Warmest Season,Lauren Stringer,eng
Winter (Four Seasons  #4),Núria Roca/Rosa María Curto,eng
It's Winter,Linda Glaser/Glaser Linda/Susan Swan,eng
Winter Season: A Dancer's Journal,Toni Bentley,en-US
Twilight of the Idols/The Anti-Christ,Friedrich Nietzsche/Michael Tanner,en-GB
Practical DV Filmmaking,Russell Evans,en-US
Diana Vreeland,Eleanor Dwight,eng
Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland/Irving Penn,eng
Brown V. Board of Education: A Civil Rights Milestone and Its Troubled Legacy,James T. Patterson,eng
Henry V,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Claire McEachern,eng
Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,Ernesto Laclau/Chantal Mouffe,eng
On Populist Reason,Ernesto Laclau,eng
Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler/Ernesto Laclau/Slavoj Žižek,eng
The Meaning of Life,Terry Eagleton,en-GB
Sweet Violence: The Idea of the Tragic,Terry Eagleton,eng
The English Novel: An Introduction,Terry Eagleton,eng
MySQL Cookbook,Paul DuBois,en-US
High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny/Derek J. Balling,eng
Not Without My Daughter,Betty Mahmoody,eng
Aman: The Story of a Somali Girl,Virginia Lee Barnes,eng
Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade/Erika Tamar,eng
Lizabeth's Story (The Girls of Lighthouse Lane #3),Thomas Kinkade/Erika Tamar,eng
Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,Barbara Coloroso,en-US
Creating a Life Worth Living,Carol Lloyd,eng
Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,en-US
Unspeakable Truths and Happy Endings: Human Cruelty and the New Trauma Therapy,Rebecca Coffey,en-US
Year's Happy Ending,Betty Neels,eng
Trail of Tears: The Rise and Fall of the Cherokee Nation,John Ehle,eng
The Trail of Tears,Joseph Bruchac/Diana Magnuson,eng
Are You Afraid of the Dark?,Sidney Sheldon,eng
Nothing Lasts Forever,Sidney Sheldon,eng
Rage of Angels,Sidney Sheldon,eng
He Sees You When You're Sleeping,Mary Higgins Clark/Carol Higgins Clark,en-US
My Gal Sunday,Mary Higgins Clark,en-US
We'll Meet Again,Mary Higgins Clark,eng
All Through the Night,Mary Higgins Clark,en-US
The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark/Angela Zeman/Noreen Ayres/Sally Cabot Gunning/Joseph Hansen/Sarah Shankman/Nancy Pickard/Eleanor Taylor Bland/Brendan DuBois/Edward D. Hoch/Loren D. Estleman,en-US
Where Are the Children?,Mary Higgins Clark,eng
The Second Time Around,Mary Higgins Clark,eng
You Belong To Me,Mary Higgins Clark,en-US
Stowaway and Milk Run: Two Unabridged Stories From Mary Higgins Clark,Mary Higgins Clark/Jan Maxwell,eng
The Christmas Thief (Regan Reilly Mysteries  #9),Mary Higgins Clark/Carol Higgins Clark,eng
Kitchen Privileges: A Memoir,Mary Higgins Clark,eng
I'll Be Seeing You,Mary Higgins Clark,eng
Mount Vernon Love Story: A Novel of George and Martha Washington,Mary Higgins Clark,eng
Inventing the People: The Rise of Popular Sovereignty in England and America,Edmund S. Morgan,eng
Benjamin Franklin,Edmund S. Morgan,eng
American Slavery  American Freedom,Edmund S. Morgan,eng
The Puritan Dilemma: The Story of John Winthrop,Edmund S. Morgan,eng
Thomas Jefferson: Author of America,Christopher Hitchens,eng
No One Left to Lie to: The Values of the Worst Family,Christopher Hitchens,eng
The Missionary Position: Mother Teresa in Theory and Practice,Christopher Hitchens,eng
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,eng
For the Sake of Argument: Essays and Minority Reports,Christopher Hitchens,en-GB
The Trial of Henry Kissinger,Christopher Hitchens,eng
A Long Short War: The Postponed Liberation of Iraq,Christopher Hitchens,en-US
Blaming the Victims: Spurious Scholarship and the Palestinian Question,Edward W. Said/Christopher Hitchens,eng
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,en-US
1968: War and Democracy,Eugene J. McCarthy/Christopher Hitchens,eng
Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,George Orwell/Christopher Hitchens,eng
Prepared for the Worst: Selected Essays and Minority Reports,Christopher Hitchens,eng
Hons and Rebels,Jessica Mitford/Christopher Hitchens,eng
Alles ist erleuchtet,Jonathan Safran Foer/Dirk van Gunsteren,ger
How to Be Lost,Amanda Eyre Ward,en-US
The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.,eng
Surviving Justice: America's Wrongfully Convicted and Exonerated,Scott Turow/Lola Vollen/Dave Eggers,eng
McSweeney's #14,Dave Eggers,eng
The Best of McSweeney's  Vol. 2,Dave Eggers,en-US
Une oeuvre déchirante d'un génie renversant,Dave Eggers/Michelle Herpe-Volinsky,fre
The Tenants of Moonbloom,Edward Lewis Wallant/Dave Eggers,en-US
McSweeney's #18,Dave Eggers,eng
McSweeney's #19,Dave Eggers/T. Coraghessan Boyle/Adam Golaski/Sean Casey/Brendan Connell,en-GB
McSweeney's #11,Dave Eggers/A.G. Pasquella/Brent Hoff/Stephen Elliott/Daphne Beal/Denis Johnson/Tom Bissell/Sean Warren/Samantha Hunt/Robert Olmstead/T. Coraghessan Boyle/David Means/Doug Dorst/Joyce Carol Oates/McSweeney's Publishing,eng
Forty Stories,Donald Barthelme,eng
A Tramp Abroad,Mark Twain/Dave Eggers,eng
